Selección,Fuente,URL,Image_url,Titulo,Descripcion,Tiempo de preparación,Tipo de comida,Categoria,PDF_URL,Ingrediente_1,Cantidad_1,Tipo_1,Ingrediente_2,Cantidad_2,Tipo_2,Ingrediente_3,Cantidad_3,Tipo_3,Ingrediente_4,Cantidad_4,Tipo_4,Ingrediente_5,Cantidad_5,Tipo_5,Ingrediente_6,Cantidad_6,Tipo_6,Ingrediente_7,Cantidad_7,Tipo_7,Ingrediente_8,Cantidad_8,Tipo_8,Ingrediente_9,Cantidad_9,Tipo_9,Ingrediente_10,Cantidad_10,Tipo_10,Ingrediente_11,Cantidad_11,Tipo_11,Ingrediente_12,Cantidad_12,Tipo_12,Valor energético (kJ),Valor energético (kcal),Grasas,de las cuales saturadas,Carbohidratos,de los cuales azúcares,Fibra,Proteínas,Paso 1,Paso 2,Paso 3,Paso 4,Paso 5,Paso 6
TRUE,HelloFresh,https://www.hellofresh.es/recipes/risotto-espinacas-queso-nueces-6616b8c99064812f61712c57,https://images.pexels.com/photos/6941026/pexels-photo-6941026.jpeg,Risotto de espinacas con crujiente de queso,con nueces tostadas y queso pecorino,40 minutos,Comida,Pastas y Arroces,https://www.hellofresh.es/recipecards/card/6616b8c99064812f61712c57-es-ES.pdf,Brotes de espinacas,1 unidad,Vegetales y Legumbres,Arroz,225 gramo,Cereales y Derivados,Cebolla,2 unidad,Vegetales y Legumbres,Caldo de verduras,2 sobre,Líquidos y Caldos,Pecorino,20 gramo,"Lácteos, Huevos y Derivados",Nueces,20 gramo,Frutos Secos,Pecorino,20 gramo,"Lácteos, Huevos y Derivados",Mantequilla,1 cucharada,"Lácteos, Huevos y Derivados",Mantequilla,1 cucharada,"Lácteos, Huevos y Derivados",,,,,,,,,,2643 kJ,632 kcal,13.9 g,4.4 g,97.2 g,4.1 g,2 g,17.8 g,"¡Asegúrate de utilizar las cantidades indicadas a la izquierda para preparar tu receta! En una olla, agrega el agua (ver cantidad en ingredientes) y sal y lleva a ebullición. Luego, agrega casi todas las espinacas y cocina 1 min. Conservando el agua en la olla, retira las espinacas con una araña o espumadera y colócalas en una jarra medidora. Agrega la Mantequilla (ver cantidad en ingredientes) y sal y tritura con un túrmix.","En la olla con el agua, agrega el Caldo de verduras en polvo y mantén caliente a fuego bajo. Calienta una sartén antiadherente a fuego medio sin aceite. Reparte el queso italiano en dos pequeños montones en la sartén, dejando un espacio entre ellos. Cocina durante 2 min, dales la vuelta con ayuda de una espátula y cocina 2 min más, hasta conseguir dos piezas de queso tostado y crujiente.","Calienta la sartén a fuego medio sin aceite y tuesta las nueces 2-3 min, luego, retira de la sartén. Pela y pica finamente la Cebolla. En la sartén, calienta un chorrito de aceite a fuego medio. Agrega la Cebolla y cocina 2-3 min, removiendo frecuentemente, hasta que se dore. Luego, añade el Arroz y cocina a fuego medio-alto 1-2 min más, mientras remueves.","Agrega dos cucharones del Caldo de verduras de la olla a la sartén con el arroz y remueve, hasta que el arroz absorba el caldo. Repite el proceso agregando cucharones de caldo cada vez que el arroz lo absorba, hasta que el arroz esté cocido. El proceso debería tomar 19-22 min y el arroz debe quedar cremoso, no seco.","Cuando el arroz esté listo, retira la sartén del fuego y agrega la salsa de espinacas. Mezcla bien para integrar. Luego, agrega el pecorino y la mantequilla (ver cantidad en ingredientes) y mezcla de nuevo para mantecar el risotto y que quede untuoso. Prueba y rectifica de sal y pimienta.
 
SABÍAS QUE: Mantecar es una técnica culinaria que consiste en agregar una grasa, en forma de queso y/o mantequilla, al risotto para que quede meloso.","Pica las nueces tostadas y trocea el crujiente de queso. Sirve el risotto de espinacas y pecorino en platos y agrega encima las nueces tostadas, las hojas de espinacas reservadas y el crujiente de queso."
TRUE,Penaparda,,https://images.pexels.com/photos/1527603/pexels-photo-1527603.jpeg,Croquetas Artesanales de Jamón,con Bechamel Cremosa,1 hora y 30 minutos,Cena,Fast Food,,Jamón serrano,100 gramo,Charcutería,Leche,500 mililitro,Líquidos y Caldos,Harina,100 gramo,Cereales y Derivados,Mantequilla,50 gramo,"Lácteos, Huevos y Derivados",Cebolla,1 unidad,Vegetales y Legumbres,Nuez moscada,1 pizca,Condimentos y Especias,Huevos,2 unidad,"Lácteos, Huevos y Derivados",Pan rallado,100 gramo,Cereales y Derivados,,,,,,,,,,,,,2800 kJ,670 kcal,40 g,14 g,50 g,10 g,7 g,35 g,Pica finamente el jamón serrano y la cebolla,"En una sartén, derrite la mantequilla con el aceite de oliva y sofríe la cebolla. Añade la harina y cocina durante 2-3 minutos","Añade la leche poco a poco, removiendo constantemente hasta obtener una bechamel espesa","Agrega el jamón, la nuez moscada, la sal y la pimienta","Deja enfriar la mezcla en el frigorífico durante al menos 1 hora. Forma croquetas con la masa, pásalas por Huevos batido y pan rallado",Fríe las croquetas en aceite caliente hasta que estén doradas
TRUE,Penaparda,,https://images.pexels.com/photos/539451/pexels-photo-539451.jpeg,Migas de bacalao,con bechamel,45 minutos,Cena,Pescados,,Bacalao desmigado,200 gramo,Pescadería,Pan duro,100 gramo,Cereales y Derivados,Leche,200 mililitro,Líquidos y Caldos,Ajo,2 unidad,Vegetales y Legumbres,Harina,30 gramo,Cereales y Derivados,Mantequilla,30 gramo,"Lácteos, Huevos y Derivados",Nuez moscada,1 pizca,Condimentos y Especias,,,,,,,,,,,,,,,,2800 kJ,670 kcal,40 g,14 g,50 g,10 g,7 g,35 g,Remoja el pan duro en la leche hasta que esté blando,"En una sartén, calienta el aceite de oliva y sofríe los ajos picados",Añade el bacalao desmigado y cocina hasta que esté dorado,"En otra sartén, derrite la mantequilla y añade la harina",Cocina durante 2-3 minutos y añade la leche poco a poco,"Remueve hasta obtener una bechamel espesa y añade la nuez moscada, sal y pimienta"
TRUE,HelloFresh,https://www.hellofresh.es/recipes/lomo-cebolla-queso-Patatas-calabacin-6616b8d617fb871fe34f49f6,https://images.unsplash.com/photo-1525351484163-7529414344d8?q=80&w=1008,Lomo con cebolla caramelizada y queso,acompañado de Patatas y cintas de calabacín al tomillo,50 minutos,Comida,Carnes,,Lomo,2 unidad,Carnicería,Patatas,400 gramo,Vegetales y Legumbres,Cebolla,0.5 unidad,Vegetales y Legumbres,Vinagre balsámico,1 sobre,Salsas y Aderezos,Queso rallado,30 gramo,"Lácteos, Huevos y Derivados",Calabacín,1 unidad,Vegetales y Legumbres,Tomillo,0.5 unidad,Condimentos y Especias,Azúcar,1 cucharadita,Condimentos y Especias,,,,,,,,,,,,,2910 kJ,696 kcal,23.9 g,10.2 g,43.7 g,6.9 g,1.3 g,34 g,"¡Asegúrate de utilizar las cantidades indicadas a la izquierda para preparar tu receta! Precalienta el horno a 220ºC. Corta las Patatas por la mitad a lo largo, luego, corta en gajos de 1-2 cm de grosor. Colócalos en una bandeja de horno con papel de horno y agrega un chorrito de aceite, sal y pimienta. Mezcla para que las Patatas queden bien aderezadas. Hornea 20-25 min o hasta que estén doradas. Da la vuelta a mitad de cocción.","Pela la cebolla, divídela en dos y corta una mitad (doble para 4p) en tiras finas. En una sartén, calienta un chorrito de aceite a fuego medio-alto. Una vez caliente, agrega la cebolla y una pizca de sal y cocina 2-3 min. Luego, añade el vinagre balsámico y el azúcar (ver cantidad en ingredientes) y cocina a fuego medio-bajo 5-6 min más, removiendo frecuentemente, hasta que se oscurezca y quede caramelizada. Retira y reserva fuera de la sartén.","En la sartén, calienta un chorrito de aceite a fuego medio-alto. Luego, agrega la Lomo, salpimienta y cocina 2 min por un lado. Luego, cocina 1 min más por el otro lado, hasta que se dore.
","Agrega la cebolla caramelizada sobre cada Lomo. Luego, cubre con la mitad del queso rallado (doble para 4p), presionando un poco para que se adhiera. Tapa la sartén y deja que el queso rallado se funda a fuego medio durante 2 min. Retira de la sartén cuando el queso se haya fundido y el lomo quede bien hecho.","Haz cintas a lo largo del calabacín con la ayuda de un pelador. En la sartén, calienta un chorrito de aceite a fuego medio. Una vez caliente, agrega las cintas de calabacín y adereza con el Tomillo, sal y pimienta al gusto. Cocina a fuego alto durante 2-3 min, removiendo ocasionalmente, hasta que las cintas queden doradas.",Sirve la Lomo con cebolla caramelizada y queso fundido en platos y acompaña con las Patatas al horno y el calabacín al tomillo.
TRUE,HelloFresh,https://www.hellofresh.es/recipes/salmorejo-tradicional-casero-64788ae4904daffe76f26a31,https://images.pexels.com/photos/2338407/pexels-photo-2338407.jpeg,Salmorejo tradicional casero,con crujiente de jamón serrano y picatostes,20 minutos,Cena,Sopas y Cremas,https://www.hellofresh.es/recipecards/card/64788ae4904daffe76f26a31.pdf,Tomate,4 unidad,Vegetales y Legumbres,Jamón serrano,80 gramo,Charcutería,Pimiento rojo,1 unidad,Vegetales y Legumbres,Pan de chapata,2 unidad,Cereales y Derivados,Vinagre balsámico,1.5 sobre,Salsas y Aderezos,Cebolla,1 unidad,Vegetales y Legumbres,Ajo,1 unidad,Vegetales y Legumbres,,,,,,,,,,,,,,,,2975 kJ,711 kcal,6.7 g,1.9 g,57.4 g,13 g,2.5 g,22.8 g,"Precalienta el horno a 200ºC. Corta los tomates por la mitad y, luego, en trozos grandes. Pela y corta la Cebolla en trozos grandes. Corta el pimiento por la mitad y quítale las semillas. Luego, córtalo en cuadrados de 2-3 cm. Pela el ajo (ver cantidad en ingredientes). En un bol grande, añade los tomates, el pimiento, el ajo y la Cebolla.","Corta la mitad del pan de chapata en trozos de 2-3 cm y añádelo al bol con las verduras. Añade un chorrito generoso de aceite, el vinagre balsámico (ver cantidad en ingredientes) y un poco de sal. Mezcla bien para que el pan se impregne del aceite y todos los jugos.","Corta el pan de chapata restante en dados de 1 cm y colócalos en una mitad de una bandeja de horno con papel de horno. Agrega un chorrito de aceite, salpimienta y remueve para que queden bien aderezados.","En la otra parte de la bandeja, agrega las Jamón serrano. Hornea a media altura durante 7-8 min, hasta que los picatostes estén dorados y el jamón esté crujiente. A mitad de cocción, voltea las lonchas de jamón con unas pinzas.","Agrega la mitad de la mezcla de verduras y pan en una jarra medidora grande junto al agua (ver cantidad en ingredientes). Tritura con un túrmix hasta que quede líquido y homogéneo. Luego, agrega el resto de la mezcla y tritura de nuevo. Agrega un chorrito generoso de aceite y sal.","Con ayuda de un colador fino, cuela el salmorejo mientras presionas con un cucharón, de forma que se deseche lo mínimo posible. Sirve el salmorejo en platos y agrega encima picatostes al gusto y jamón crujiente troceado. Acaba el plato con un chorrito de aceite de oliva."
TRUE,HelloFresh,https://www.hellofresh.es/recipes/hamburguesa-casera-de-ternera-con-mayonesa-64d2595eb199bd79fa716da1,https://images.pexels.com/photos/1213710/pexels-photo-1213710.jpeg,Hamburguesa casera de ternera,acompañada de ensalada de rúcula y tomate,30 minutos,Cena,Fast Food,https://www.hellofresh.es/recipecards/card/64d2595eb199bd79fa716da1.pdf,Carne picada,250 gramo,Carnicería,Pan de brioche,2 unidad,Cereales y Derivados,Tomate,1 unidad,Vegetales y Legumbres,Rúcula,50 gramo,Vegetales y Legumbres,Mayonesa,3 sobre,Salsas y Aderezos,Queso crema,1 unidad,"Lácteos, Huevos y Derivados",Orégano,1 cucharadita,Condimentos y Especias,Vinagre de vino tinto,2 cucharadita,Salsas y Aderezos,,,,,,,,,,,,,2978 kJ,712 kcal,39.4 g,15.7 g,35.9 g,7.3 g,0 g,34.8 g,"¡Asegúrate de utilizar las cantidades indicadas a la izquierda para preparar tu receta! En un bol mediano, agrega la Carne picada y el orégano (ver cantidad en ingredientes). Salpimienta y mezcla bien. Forma una hamburguesa de 1-2 cm de grosor por persona.
 
","Pon a calentar una sartén a fuego medio-alto. Cuando esté caliente, agrega un chorrito de aceite. Añade las hamburguesas y cocina durante 2-3 min por lado o hasta que estén doradas por fuera y bien hechas por dentro.","Mientras tanto, mezcla en un bol pequeño el queso crema, la mayonesa y un chorrito de agua. Salpimienta y mezcla bien, de forma que quede una salsa cremosa y lisa.","Abre los Pan de brioche y tuéstalos en una tostadora, hasta que queden dorados y ligeramente crujientes.","Corta el tomate por la mitad, luego, corta en cubos pequeños. En una ensaladera, mezcla el tomate y la rúcula. Agrega el vinagre de vino tinto (ver cantidad en ingredientes), un chorrito de aceite y salpimienta. Mezcla bien para que la ensalada quede bien aderezada.","Extiende la mayonesa de queso crema en la base del pan. Agrega encima la hamburguesa y ensalada al gusto. Luego, tápalo con la parte superior del pan. Sirve la ensalada restante a un lado como acompañamiento."
TRUE,Penaparda,,https://images.unsplash.com/photo-1488477181946-6428a0291777?q=80&w=1009,Judías verdes con sofrito,de pimiento y cebolla,30 minutos,Comida,Legumbres,,Judías,250 gramo,Vegetales y Legumbres,Pimiento rojo,0.5 unidad,Vegetales y Legumbres,Pimiento verde,0.5 unidad,Vegetales y Legumbres,Cebolla,0.5 unidad,Vegetales y Legumbres,Ajo,1 unidad,Vegetales y Legumbres,,,,,,,,,,,,,,,,,,,,,,314 kJ,75 kcal,3.5 g,0.5 g,9 g,4 g,3.5 g,2 g,Lava y corta las judías verdes en trozos de aproximadamente 4 cm,Pela y pica finamente la cebolla y el ajo,Corta el pimiento rojo y el pimiento verde en tiras finas,"En una sartén grande, calienta el aceite de oliva y añade la cebolla y el ajo picados",Sofríe durante unos 5 minutos hasta que la cebolla esté transparente,Añade los Pimiento rojo a la sartén y continúa cocinando durante unos 10 minutos hasta que los Pimiento rojo estén tiernos
TRUE,HelloFresh,https://www.hellofresh.es/recipes/arroz-frito-con-lomo-de-cerdo-638a20cb16676f814583bbda,https://images.pexels.com/photos/6941026/pexels-photo-6941026.jpeg,Arroz frito con lomo de cerdo,y verduras en salsa de soja,30 minutos,Comida,Pastas y Arroces,https://www.hellofresh.es/recipecards/card/arroz-frito-cerdo-verduras-638a20cb16676f814583bbda-9f4b9740.pdf,Arroz,150 gramo,Cereales y Derivados,Lomo de cerdo,250 gramo,Carnicería,Cebolla,0.5 unidad,Vegetales y Legumbres,Pimiento rojo,1 unidad,Vegetales y Legumbres,Jengibre,0.5 unidad,Condimentos y Especias,Salsa de soja,2 sobre,Salsas y Aderezos,Especias,1 sobre,Condimentos y Especias,Salsa de soja,1 sobre,Salsas y Aderezos,Ajo,1 unidad,Vegetales y Legumbres,Ajo,1 unidad,Vegetales y Legumbres,Huevos,1 unidad,"Lácteos, Huevos y Derivados",,,,3368 kJ,805 kcal,30.3 g,9.6 g,91.7 g,29.5 g,0 g,31 g,"Llena un cazo con el agua (ver cantidad en ingredientes) y añade una pizca de sal al gusto. Tápalo y llévalo a ebullición. Cuando hierva, añade el arroz, baja el fuego a medio-bajo y tápalo de nuevo. Deja cocinar 12 min y remueve de vez en cuando. Una vez cocinado, déjalo reposar con la tapa durante al menos 10 min. Después, remueve el arroz con la ayuda de un tenedor para separar los granos y resérvalo en el cazo tapado.","Corta el lomo de cerdo en tiras de 1-2 cm. En un bol, pon el lomo de cerdo junto con las especias tailandesas, salpimienta y mezcla bien. Pela y pica el ajo (ver cantidad en ingredientes). Ralla el jengibre. Pela la cebolla y corta una mitad (doble para 4p) en tiras finitas. Corta el pimiento por la mitad y quítale las semillas. Córtalo en cuadrados de 1-2 cm. Corta el Ajo en rodajas muy finas, reserva la parte verde en un bol aparte.","En una sartén, pon un chorrito de aceite y calienta a fuego medio. Luego, agrega el lomo de cerdo y deja que se dore 4-6 min. Retíralo y reserva en el bol.
 
","En la misma sartén, agrega el ajo y el jengibre, calienta a fuego medio. Cocina 1-2 min, hasta que se doren. Agrega la cebolla, la parte blanca del Ajo y el pimiento. Cocina 5-6 min, hasta que la cebolla esté transparente y el pimiento tierno. Bate el Huevos (ver cantidad en ingredientes) en un bol.","Agrega a la sartén la salsa de soja, la Salsa de soja y el cerdo y remueve todo bien. Luego, añade el arroz. Sube el fuego y saltea todo durante 1 min. Agrega el Huevos batido, mezcla todo bien y cocina 1 min más.",Sirve el arroz frito en boles y espolvorea la parte verde del Ajo por encima.
TRUE,HelloFresh,https://www.hellofresh.es/recipes/solomillo-cerdo-salsa-setas-arroz-6616b8ce17fb871fe34f49e2,https://images.pexels.com/photos/1527603/pexels-photo-1527603.jpeg,Solomillo de cerdo con salsa cremosa de setas,acompañado de arroz y judías verdes salteadas,45 minutos,Comida,Carnes,https://www.hellofresh.es/recipecards/card/6616b8ce17fb871fe34f49e2-es-ES.pdf,Solomillo de cerdo,250 gramo,Carnicería,Setas,1 unidad,Vegetales y Legumbres,Nata líquida,200 mililitro,"Lácteos, Huevos y Derivados",Cebolla,1 unidad,Vegetales y Legumbres,Judías,100 gramo,Vegetales y Legumbres,Arroz,150 gramo,Cereales y Derivados,Ajo,1 unidad,Vegetales y Legumbres,,,,,,,,,,,,,,,,3381 kJ,808 kcal,25.7 g,13.3 g,75.4 g,9.2 g,3.2 g,38.2 g,"¡Asegúrate de utilizar las cantidades indicadas a la izquierda para preparar tu receta! Llena un cazo con el agua (ver cantidad en ingredientes), añade el arroz y sal al gusto y lleva a ebullición con el cazo tapado. Cuando hierva, baja a fuego medio-bajo y deja cocinar 11-13 min, removiendo ocasionalmente. Una vez cocinado, remueve el arroz con la ayuda de un tenedor para separar los granos y resérvalo en el cazo tapado.","Pela la cebolla, divídela en dos y córtala en daditos pequeños. Pela y pica el ajo (ver cantidad en ingredientes). En una sartén, agrega un chorrito de aceite y el ajo. Calienta a fuego medio y cocina 1-2 min. Añade la cebolla y sal y cocina 4-5 min, removiendo. Agrega el Setas y saltea a fuego medio-alto 5 min más, removiendo regularmente, hasta que se doren.
SABÍAS QUE: Para que las setas no suelten agua, deben cocinarse en una sartén muy caliente para que sus poros se sellen.","Cuando las setas estén doradas, retira 1/3 de la sartén y reserva hasta el emplatado. En la sartén con las setas restantes, agrega la nata líquida y lleva a ebullición. Luego, cocina a fuego medio 4-5 min, removiendo frecuentemente, hasta que la salsa se reduzca y espese. Luego, vierte la salsa en la jarra medidora y tritura con un túrmix hasta que lisa y homogénea. Prueba y rectifica de sal y pimienta.","Retira las puntas de las judías verdes y córtalas en tercios. En una sartén, calienta un chorrito de aceite a fuego alto. Luego, agrega las judías verdes y cocina 1-2 min. Agrega un chorrito de agua, tapa la sartén y cocina a fuego medio 4-5 min, hasta que queden tiernas. Salpimienta al gusto y retira de la sartén.","En la sartén, calienta un chorrito de aceite a fuego medio. Luego, agrega el solomillo de cerdo, salpimienta y cocina 8-9 min, girándolo para que quede cocinado por todas partes y deje de estar rosado en el interior. Cuando esté listo, retira de la sartén y reserva. Agrega la salsa de setas a la sartén y calienta a fuego bajo durante 1 min.
","Sirve el arroz y las judías verdes salteadas a un lado de los platos, por separado, y coloca el solomillo de cerdo al otro lado. Cubre el solomillo con la salsa de setas y agrega encima las setas reservadas."
TRUE,HelloFresh,https://www.hellofresh.es/recipes/hamburguesa-casera-de-cerdo-y-perejil-64788add6eb29dbe8bbed5dc,https://images.pexels.com/photos/539451/pexels-photo-539451.jpeg,Hamburguesa casera de cerdo y perejil,con cebolla caramelizada y Boniato,45 minutos,Cena,Fast Food,https://www.hellofresh.es/recipecards/card/64788add6eb29dbe8bbed5dc.pdf,Pan de brioche,2 unidad,Cereales y Derivados,Panko,25 gramo,Cereales y Derivados,Mayonesa,3 sobre,Salsas y Aderezos,Kétchup,1 sobre,Salsas y Aderezos,Carne picada,250 gramo,Carnicería,Cebolla,0.5 unidad,Vegetales y Legumbres,Perejil,0.5 unidad,Condimentos y Especias,Patatas,400 gramo,Vegetales y Legumbres,Queso rallado,60 gramo,"Lácteos, Huevos y Derivados",Azúcar,1 cucharadita,Condimentos y Especias,,,,,,,4001 kJ,956 kcal,49.5 g,18.1 g,89.6 g,13.1 g,0.2 g,42.7 g,"Precalienta el horno a 220ºC. Corta las Patatas por la mitad a lo largo, luego, apoya la Patatas por la parte plana y corta en gajos de 1-2 cm de grosor. Colócalos en una bandeja de horno con papel de horno y agrega un chorrito de aceite, sal y pimienta. Mezcla para que las Patatas queden bien aderezadas. Hornea durante 20-25 min o hasta que estén doradas. Dales la vuelta a mitad de cocción.","Pela la cebolla y corta una mitad (doble para 4p) en tiras finas. En una sartén, calienta un chorrito de aceite a fuego medio-bajo. Una vez caliente, agrega la cebolla y una pizca de sal. Cocínala, removiendo regularmente, unos 8-10 min o hasta que empiece a coger color. Añade el azúcar (ver cantidad en ingredientes) y cocina durante 1-2 min o hasta que se caramelice. Reserva la cebolla en un bol y limpia la sartén.","Deshoja y pica la mitad del perejil (doble para 4p) en trozos grandes. En un bol, mezcla la carne de cerdo, el perejil picado, el panko, sal y pimienta. Luego, forma 1 hamburguesa de 1-2 cm de grosor por persona.
 
","En la sartén, calienta un chorrito de aceite a fuego medio. Cuando esté caliente, cocina las hamburguesas 3-4 min por lado, hasta que queden doradas por fuera y bien hechas por dentro. En un bol pequeño, mezcla el ketchup y la mayonesa.","Cuando las hamburguesas estén listas, abre los panes de brioche y colócalos en una bandeja de horno hacia arriba. Agrega el queso rallado sobre los panes de brioche y hornea en el estante superior durante 4-5 min, hasta que el queso se derrita y el pan se dore.","Sobre la parte inferior de cada panecillo, agrega la hamburguesa de cerdo y cubre con la cebolla caramelizada. Tapa con la parte superior de los panes. Sirve las hamburguesas en platos y acompaña con los gajos de Patatas al horno. Sirve la salsa de ketchup y mayonesa a un lado y agrégala a tu gusto."
TRUE,HelloFresh,https://www.hellofresh.es/recipes/hamburguesa-de-ternera-con-confitura-de-fresa-65c236c5600bb8e53d74e724,https://images.unsplash.com/photo-1525351484163-7529414344d8?q=80&w=1009,Hamburguesa de ternera con confitura de fresa,con salsa casera de queso griego y ajo,45 minutos,Cena,Fast Food,https://www.hellofresh.es/recipecards/card/65c236c5600bb8e53d74e724.pdf,Pan de brioche,2 unidad,Cereales y Derivados,,,,Queso,100 gramo,"Lácteos, Huevos y Derivados",Cogollos de lechuga,220 gramo,Vegetales y Legumbres,,,,Carne picada,250 gramo,Carnicería,,,,Ajo,2 unidad,Vegetales y Legumbres,,,,,,,,,,,,,4276 kJ,1022 kcal,46.4 g,21.9 g,88.9 g,22.2 g,5.4 g,44.8 g,"¡Asegúrate de utilizar las cantidades indicadas a la izquierda para preparar tu receta! Precalienta el horno a 220ºC. Pela y ralla el Ajo (ver cantidad en ingredientes). En un bol pequeño, agrega el ajo y un chorrito generoso de aceite. Salpimienta y mezcla. Corta las Patatas por la mitad a lo largo, luego, apoya la Patatas por la parte plana y corta en gajos de 1-2 cm de grosor.","Coloca los gajos de Patatas en una bandeja de horno con papel de horno, agrega encima el aceite de ajo y mezcla para que las Patatas queden aderezadas. Añade el ajo (ver cantidad en ingredientes) sin pelar en un lado de la bandeja de horno. Hornea durante 20-25 min o hasta que las Patatas estén doradas. Dales la vuelta a mitad de cocción.","En un bol, agrega la mayonesa, el queso griego y pimienta al gusto. Mezcla bien con varillas para que no queden grumos y la salsa quede homogénea. En un bol mediano, añade la Carne picada y salpimenta al gusto. Mezcla bien, luego, con las manos, forma una hamburguesa de 1-2 cm de grosor por persona.
 
","Calienta una sartén a fuego medio. Cuando esté caliente, agrega un chorrito de aceite. Luego, agrega las hamburguesas y cocina durante 2-3 min por lado o hasta que estén doradas por fuera y bien hechas por dentro. Cuando estén listas, reparte sobre cada hamburguesa la confitura de fresa. Apaga el fuego y tapa la sartén, para mentenerlo caliente.","Abre los panes de brioche negros y coloca cada parte hacia arriba en una bandeja de horno con papel de horno. Tuesta los panes durante 3-4 min, hasta que queden dorados. Cuando las Patatas estén listas, sácalas del horno. Pela el ajo asado y agrégalo al bol con la salsa de queso griego. Con ayuda de un tenedor, aplasta el ajo y remueve hasta conseguir una salsa homogénea.","Deshoja los cogollos de lechuga. En la base de los panes de brioche, agrega salsa de queso griego y ajo asado. Luego, añade la hamburguesa con confitura de fresa y hojas de lechuga al gusto. Cubre con la otra parte del pan y sirve en platos. Añade las Patatas asadas como acompañamiento. Si te sobra lechuga, puedes aderezarla con aceite, sal y pimienta y servirla también como acompañamiento."
TRUE,Penaparda,,https://images.pexels.com/photos/2338407/pexels-photo-2338407.jpeg,Sopa de Verduras,con Zanahoria Patatas y Apio,1 hora,Cena,Sopas y cremas,,Zanahoria,2 unidad,Vegetales y Legumbres,Patatas,300 gramo,Vegetales y Legumbres,Apio,2 unidad,Vegetales y Legumbres,Cebolla,1 unidad,Vegetales y Legumbres,Ajo,2 unidad,Vegetales y Legumbres,Caldo de verduras,1 litro,Líquidos y Caldos,Laurel,1 hoja,Condimentos y Especias,Tomate,1 unidad,Vegetales y Legumbres,,,,,,,,,,,,,600 kJ,143 kcal,5 g,1 g,20 g,6 g,3 g,4 g,"Pela y corta las Zanahoria, las Patatas y el apio en trozos","Pica finamente la cebolla, el ajo y el tomate","En una olla grande, calienta el aceite de oliva y sofríe la cebolla y el ajo","Añade las Zanahoria, las Patatas, el apio y el tomate",Vierte el caldo de verduras y añade la hoja de laurel,Cocina a fuego lento durante 45 minutos o hasta que las verduras estén tiernas
TRUE,Come&Sana,,https://images.pexels.com/photos/1213710/pexels-photo-1213710.jpeg,Judías verdes con huevo cocido,y bonito,25 minutos,Cena,Vegetariano,,Judías verdes,300 gramo,Vegetales y Legumbres,Huevos,2 unidad,Lácteos y Derivados,Bonito en lata,1 unidad,Pescadería,Cebolla,1 unidad,Vegetales y Legumbres,Aceite de oliva,2 cucharada,Salsas y Aderezos,Sal,1 pizca,Condimentos y Especias,Pimienta,1 pizca,Condimentos y Especias,,,,,,,,,,,,,,,,800 kJ,190 kcal,7 g,2 g,10 g,5 g,6 g,20 g,Lava y corta las judías verdes en trozos pequeños,Cocina las judías en agua hirviendo con sal durante 10-15 minutos,Cuece los huevos en agua hirviendo durante 10 minutos y pélalos,Escurre las judías y colócalas en un bol grande,Añade los huevos cocidos cortados en rodajas y el bonito en lata desmenuzado,"Aliña con aceite de oliva, sal y pimienta al gusto, mezcla bien y sirve"
TRUE,Penaparda,,https://images.unsplash.com/photo-1488477181946-6428a0291777?q=80&w=1010,Tortilla de Espinacas,con Cebolla Caramelizada,30 minutos,Cena,Vegetariano,,Espinacas frescas,200 gramo,Vegetales y Legumbres,Huevos,4 unidad,"Lácteos, Huevos y Derivados",Cebolla,1 unidad,Vegetales y Legumbres,Azúcar,1 cucharadita,Condimentos y Especias,,,,,,,,,,,,,,,,,,,,,,,,,800 kJ,191 kcal,11 g,3 g,14 g,5 g,4 g,9 g,Pela y corta la cebolla en juliana,"En una sartén, calienta una cucharada de aceite de oliva y añade la cebolla con una pizca de sal y el azúcar",Cocina a fuego lento hasta que la cebolla esté caramelizada,"En otra sartén, calienta el aceite de oliva restante y añade las espinacas",Cocina hasta que las espinacas estén tiernas,"Bate los Huevos con sal y pimienta y añade a la sartén con las espinacas. Cocina a fuego lento, removiendo constantemente, hasta que los Huevos estén cuajados"
TRUE,Come&Sana,,https://images.pexels.com/photos/6941026/pexels-photo-6941026.jpeg,Ensalada de lechuga con tomate cebolla,esparragos y mejillones,15 minutos,Cena,Vegetariano,,Lechuga,1 unidad,Vegetales y Legumbres,Tomate,2 unidad,Vegetales y Legumbres,Cebolla,1 unidad,Vegetales y Legumbres,Espárragos,150 gramo,Vegetales y Legumbres,Mejillones,200 gramo,Pescadería,,,,,,,,,,,,,,,,,,,,,,900 kJ,215 kcal,5 g,1 g,15 g,7 g,6 g,25 g,Lava y corta la lechuga en trozos grandes,Lava y corta los tomates en gajos,Pela y corta la cebolla en rodajas finas,"Cocina los espárragos en agua hirviendo con sal durante 5-7 minutos, luego escurre y enfría",Abre la lata de mejillones y escúrrelos bien,"Mezcla todos los ingredientes en un bol grande. Aliña con aceite de oliva, vinagre, sal y pimienta al gusto, mezcla bien y sirve"
